Data księgowania,Typ zapisu,Typ dokumentu,Nr dokumentu,Nr zapasu,Opis szukany,Nr źródła,Nazwa,Nr partii,Data ważności,Kod lokalizacji,Ilość,Ilość zafakturowana,Ilość pozostała,Koszt na jednostkę,Kwota sprzedaży (rzeczywista),Kwota kosztu (rzeczywista),Nr seryjny,Nr wiersza dokumentu,Nr wiersza komp. zlec. prod.,Nr wiersza zlecenia,Nr zadania zlecenia,Nr zapisu,Nr zlecenia,Nr zlecenia,Opis,Otwarte,Typ zlecenia,Zapis rozliczony do skorygow.
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z05149,COMPRITAL-CIOCCOLATO 130 A'2KG B156C,N2151,COMPRITAL-CIOCCOLATO 130 A'2KG B156C,05.2028,5/31/2028,2,-2,-2,0,0.00,160.66,-105.00,,60000,0,0,,1854038,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z04155,COMPRITAL-PRIMAFRUTTA FRAGOLA A'3KG PC130P,N2151,COMPRITAL-PRIMAFRUTTA FRAGOLA A'3KG PC130P,04.2027,4/30/2027,2,-3,-3,0,0.00,195.09,-167.55,,50000,0,0,,1854037,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z03994,COMPRITAL-VANIGLIA GIUBILEO(MADAGAS)A`3 KG PC636PB,N2151,COMPRITAL-VANIGLIA GIUBILEO(MADAGAS)A`3 KG PC636PB,05.2027,5/31/2027,2,-3,-3,0,0.00,219.30,-188.37,,40000,0,0,,1854036,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z03515,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,N2151,MIÓD WIELOKWIATOWY NEKTAROWY A'4KG CD SA,17.11.2028,11/17/2028,2,-4,-4,0,0.00,69.16,-44.00,,30000,0,0,,1854035,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z06313,MASŁO EXTRA 200G MALUTA/BROMILK/POLMLEK,N2151,MASŁO KOSTKA 200G 82%,15.12.2025,12/15/2025,2,-50,-50,0,0.00,249.50,-234.00,,20000,0,0,,1854034,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31900,Z03169,"MLEKO 3,2% A`1 L ZAMBROWSKIE",N2151,"MLEKO PŁYNNE 3,2% A`1L ZAMBROWSKIE",170326,3/17/2026,2,-144,-144,0,0.00,475.20,-372.96,,10000,0,0,,1854033,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z04199,STABILIZATOR FLORYDA NEUTRALNY A'6KG SORENO,N3222,STABILIZATOR FLORYDA NEUTRALNY A'6KG SORENO,30.09.2026,9/30/2026,2,-6,-6,0,0.00,144.00,-112.32,,280000,0,0,,1854006,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z00158,R-008,N3222,CUKIER PUDER A'10 KG FOLIA,03.11.2027,11/3/2027,2,-10,-10,0,0.00,45.00,-24.10,,270000,0,0,,1854005,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z00155,R-006,N3222,CUKIER KRYSZTAŁ A'25 KG,31800125,12/31/2028,2,-50,-50,0,0.00,135.00,-97.00,,260000,0,0,,1854004,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z04336,CALLEBAUT-CIEMNA CZEKOL.SICAO (55% KAKAO) A`10 KG,N3222,CALLEBAUT-CIEMNA CZEKOL.SICAO (55% KAKAO) A`10 KG,2525949364,9/16/2027,2,-60,-60,0,0.00,"2,910.00","-2,691.60",,250000,0,0,,1854003,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z00175,R-212,N3222,MIÓD SZTUCZNY PREMIUM 15KG  HOLGER FOOD,04042026,4/4/2026,2,-15,-15,0,0.00,78.00,-66.75,,240000,0,0,,1854002,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z07875,MAJONEZ 31% A'5KG ROLESKI,N3222,MAJONEZ 31% A'5KG ROLESKI,09.10.2026,10/9/2026,2,-6,-6,0,0.00,186.00,-177.00,,230000,0,0,,1854001,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z00874,OW-027,N3222,GALARETKA CYTRYNOWA A'5KG EMIX,10,8/26/2026,2,-15,-15,0,0.00,121.05,-100.95,,220000,0,0,,1854000,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z06857,,N3222,COCONUT MILK-NAPÓJ KOKOSOWY TŁ.16-17% VICO A'1L,1297/2025,12/12/2026,2,-85,-85,0,0.00,918.00,-789.65,,210000,0,0,,1853999,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z07494,MASA JAJOWA A'10L BASSO,N3222,MASA JAJOWA A'10L BASSO,2025-11-03,12/8/2025,2,-50,-50,0,0.00,775.00,-690.00,,200000,0,0,,1853998,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z06618,SOLAN W ZALEWIE A'10KG/6KG PO ODCIEKU MALUTA,N3222,SOLAN W ZALEWIE A'10KG/6KG PO ODCIEKU MALUTA,05.03.2026,3/5/2026,2,-3,-3,0,0.00,558.00,-500.40,,190000,0,0,,1853997,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z05841,"TWARÓG RACIBORSKI A'2,5KG BIERUŃ",N3222,"TWARÓG RACIBORSKI A'2,5KG BIERUŃ",15.12.2025,12/15/2025,2,-15,-15,0,0.00,177.00,-157.50,,180000,0,0,,1853996,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z04127,PIZZA MIX A'2 KG SEROPODOBNY POLMLEK,N3222,PIZZA MIX A'2 KG SEROPODOBNY POLMLEK,09.12.2025,12/9/2025,2,-50,-50,0,0.00,790.00,-642.50,,170000,0,0,,1853995,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z00203,R-677,N3222,TWARÓG WIRÓWKOWY 4% A'11KG WŁOSZCZOWA,13.12.2025/04,12/13/2025,2,-22,-22,0,0.00,182.38,-160.60,,160000,0,0,,1853994,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z00203,R-677,N3222,TWARÓG WIRÓWKOWY 4% A'11KG WŁOSZCZOWA,11.12.2025,12/11/2025,2,-110,-110,0,0.00,911.90,-803.00,,160000,0,0,,1853993,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z02682,ZAPRAWA CYTRYNOWA A'1 L,N3222,ZAPRAWA CYTRYNOWA A'1 L  ROLNIK,L250393A,4/30/2026,2,-1,-1,0,0.00,4.00,-3.48,,150000,0,0,,1853992,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z01841,D-095,N3222,SŁONECZNIK  A'25KG,BA25/MW-OCT4,10/31/2026,2,-25,-25,0,0.00,162.50,-111.25,,140000,0,0,,1853991,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z03425,JABŁKO PRAŻONE KOSTKA MARINEX A'12 KG,N3222,JABŁKO PRAŻONE KOSTKA MARINEX A'12 KG,287/25,3/15/2026,2,-12,-12,0,0.00,68.40,-58.80,,130000,0,0,,1853990,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z05591,M-ŚLIWKA MROŻONA A`10 KG,N3222,M-ŚLIWKA MROŻONA A`10 KG,27102025,8/31/2027,2,-40,-40,0,0.00,256.00,-236.00,,120000,0,0,,1853989,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z03605,KETCHUP PIKANTNY A'5 KG ROLESKI,N3222,KETCHUP PIKANTNY A'5 KG ROLESKI,15.10.2026,10/15/2026,2,-15,-15,0,0.00,371.25,-367.50,,110000,0,0,,1853988,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z06839,KONCENTRAT POMIDOROWY 28-30% 4500G VERA,N3222,KONCENTRAT POMIDOROWY 28-30% 4500G VERA,153045,5/9/2028,2,-10,-10,0,0.00,312.00,-205.00,,100000,0,0,,1853987,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z07412,SOS SOJOWY A'20L DEVELEY,N3222,SOS SOJOWY A'20L DEVELEY,L25204,1/23/2027,2,-1,-1,0,0.00,202.00,-182.00,,90000,0,0,,1853986,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z07851,"MIKS ŁOSICKI 75% A'0,2KG",N3222,"MIKS ŁOSICKI 75% A'0,2KG",27.12.2025,12/27/2025,2,-18,-18,0,0.00,48.60,-39.60,,80000,0,0,,1853985,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z07851,"MIKS ŁOSICKI 75% A'0,2KG",N3222,"MIKS ŁOSICKI 75% A'0,2KG",21.12.2025,12/21/2025,2,-150,-150,0,0.00,405.00,-330.00,,80000,0,0,,1853984,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z01309,TŁ-047,N3222,OLEJ RZEPAKOWY UNIWERSALNY A`5 L,257/15/2,9/14/2026,2,-6,-6,0,0.00,158.70,-153.00,,70000,0,0,,1853983,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z08040,M-PIETRUSZKA KOSTKA A'10/20KG,N3222,M-PIETRUSZKA KOSTKA A'10/20KG,28.02.2026,2/28/2026,2,-40,-40,0,0.00,228.80,-176.00,,60000,0,0,,1853982,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z08037,M-SELER KOSTKA A'20/25KG,N3222,M-SELER KOSTKA A'20/25KG,30.11.2026,11/30/2026,2,-50,-50,0,0.00,275.00,-225.00,,50000,0,0,,1853981,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z07691,M-PAPRYKA CZERWONA PASKI A'15/20KG WOREK,N3222,M-PAPRYKA CZERWONA PASKI A'15/20KG WOREK,17112025,10/31/2026,2,-80,-80,0,0.00,584.00,-432.00,,40000,0,0,,1853980,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z06439,FASOLA CZERWONA PUSZKA 2500/1500G.VERA,N3222,FASOLA CZERWONA PUSZKA 2500/1500G.VERA,V1 R022,1/22/2028,2,-46,-46,0,0.00,726.80,-690.00,,30000,0,0,,1853979,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z06269,KUKURYDZA KONSERWOWA 2600G/1600G KOTLIN,N3222,KUKURYDZA KONSERWOWA 2600G/1600G KOTLIN,30.08.2028,8/30/2028,2,-49,-49,0,0.00,730.10,-583.10,,20000,0,0,,1853978,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31896,Z06741,M-CEBULA KOSTKA A'10KG KARTON,N3222,M-CEBULA KOSTKA A'10KG KARTON,17112025,10/31/2027,2,-170,-170,0,0.00,848.30,-510.00,,10000,0,0,,1853977,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z01903,D-070,N1517,KAKAO HOLENDERSKIE 22% A'25 KG,06.03.2027,3/6/2027,2,-50,-50,0,0.00,"1,900.00","-1,725.00",,120000,0,0,,1853961,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z04337,CALLEBAUT-MLECZNA CZEKOL.SICAO (33% KAKAO) A`10 KG,N1517,CALLEBAUT-MLECZNA CZEKOL.SICAO (33% KAKAO) A`10 KG,2516940806,12/18/2026,2,-20,-20,0,0.00,856.00,-717.20,,110000,0,0,,1853960,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z02540,OW-037,N1517,JABŁKO PRAŻONE KOSTKA A'11KG GRADOS,26.08.2026,8/26/2026,2,-55,-55,0,0.00,429.00,-366.85,,100000,0,0,,1853959,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z07194,MUSZTARDA DIJON A'5KG DEVELEY,N1517,MUSZTARDA DIJON A'5KG DEVELEY,2772416,6/21/2026,2,-6,-6,0,0.00,336.00,-246.00,,90000,0,0,,1853958,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z06645,FIT GRAIN CRISPY ŻYTNI Z POMIDORAMI I BAZYLIĄ 150G,N1517,FIT GRAIN CRISPY ŻYTNI Z POMIDORAMI I BAZYLIĄ 150G,04/11 04B,5/3/2026,2,-40,-40,0,0.00,192.00,-165.60,,80000,0,0,,1853957,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z06644,FIT GRAIN CRISPY Z CZOSNKIEM I CURRY A'150 G/6,N1517,FIT GRAIN CRISPY Z CZOSNKIEM I CURRY A'150 G/6,21/10 22B,4/20/2026,2,-221,-221,0,0.00,"1,080.69",-914.94,,70000,0,0,,1853956,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z06644,FIT GRAIN CRISPY Z CZOSNKIEM I CURRY A'150 G/6,N1517,FIT GRAIN CRISPY Z CZOSNKIEM I CURRY A'150 G/6,24/09 25A,3/23/2026,2,-19,-19,0,0.00,92.91,-78.66,,70000,0,0,,1853955,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z02768,SER PLASTRY CHEDDAR TMT A'1 KG / KARTON 12KG,N1517,SER PLASTRY CHEDDAR TMT A'1 KG / KARTON 12KG,12024/25,1/14/2026,2,-30,-30,0,0.00,840.00,-705.00,,60000,0,0,,1853954,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z07549,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",N1517,"OLIWKI CZARNE CIĘTE 2,95KG/1,56KG KIER",341LR106B,4/15/2028,2,-90,-90,0,0.00,"2,214.00","-1,931.40",,50000,0,0,,1853953,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z04574,PISTACJA USA SUROWA,N1517,"PISTACJA USA/IRAN SUROWA A'10/13,61 KG",1391/2,2/9/2027,2,-10,-10,0,0.00,940.00,-900.00,,40000,0,0,,1853952,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z07142,SER TARTY A'1KG SPAGHETTINO TMT,N1517,SER TARTY A'1KG SPAGHETTINO TMT,11890/25,2/3/2026,2,-80,-80,0,0.00,"3,000.00","-2,640.00",,30000,0,0,,1853951,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z01859,D-015,N1517,DYNIA PESTKA SNOW WHITE /GWS A  A'25 KG,41/E/N/1,4/30/2028,2,-100,-100,0,0.00,780.00,-740.00,,20000,0,0,,1853950,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31894,Z03325,DAKTYLE SUSZONE BEZ PESTEK IRAN A'10 KG,N1517,DAKTYLE SUSZONE BEZ PESTEK IRAN A'10 KG,1940/1,3/31/2027,2,-40,-40,0,0.00,276.00,-258.00,,10000,0,0,,1853949,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31892,Z03286,"M-SZPINAK W LIŚCIACH PORCJOWANY 4X2,5/K.A.'10KG",N1517,"M-SZPINAK W LIŚCIACH PORCJOWANY 4X2,5/K.A.'10KG",17112025,9/30/2027,2,-60,-60,0,0.00,264.00,-432.00,,20000,0,0,,1853945,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31892,Z05733,"M-BROKUŁ MAŁE RÓŻE 20/40 A`2,5 KG",N1517,M-BROKUŁ MAŁE RÓŻE  40/60 A`10 KG,17112025,9/30/2027,2,-400,-400,0,0.00,"1,920.00","-1,520.00",,10000,0,0,,1853944,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31891,Z01255,M-146,N2016,PŁATKI OWSIANE GÓRSKIE A'17 KG MELVIT,25101A,4/30/2027,2,-170,-170,0,0.00,612.00,-416.50,,20000,0,0,,1853943,,,,0, ,0
11/21/2025,Sprzedaż,Wydanie sprzedaży,WD/25/31891,Z06828,CEBULA BIAŁA SMAŻONA OBTOCZONA MĄKĄ PSZENNĄ A'10KG,N2016,CEBULA BIAŁA SMAŻONA OBTOCZONA MĄKĄ PSZENNĄ A'10KG,C-FWFA1/0725,7/31/2028,2,-40,-40,0,0.00,620.00,-577.60,,10000,0,0,,1853942,,,,0, ,0
